Geneid	AN14028316	AN14028318	AN14028320	AN14028322	AN14028324	AN14028326	AN14028328	AN14028330
SLC25A41	0	1	0	0	2	0	0	0
SLC25A23	1552	1746	1506	1841	1711	1236	811	948
CRB3	365	300	178	169	138	118	89	112
DENND1C	523	652	342	400	667	532	312	378
TUBB4A	17	28	0	0	45	32	0	0
TNFSF9	41	40	28	31	27	27	21	22
CD70	65	35	0	0	0	0	0	2
TNFSF14	0	1	2	0	0	4	0	0
C3	230	221	3806	4371	4038	2804	206	253
GPR108	1175	1241	925	858	643	387	364	522
MIR6791	0	1	0	0	2	0	0	0
TRIP10	2957	3046	2451	2700	1538	1142	1637	2057
SH2D3A	763	719	303	311	152	114	162	166
VAV1	0	3	2	3	14	12	2	5
ADGRE1	0	0	0	0	4	0	0	0
ADGRE4P	6	9	0	0	0	0	0	0
FLJ25758	0	0	0	0	0	0	0	0
MBD3L2B	0	0	0	0	0	0	0	0
MBD3L5	0	0	0	0	0	0	0	0
MBD3L4	0	0	0	0	0	0	0	0
MBD3L2	0	0	0	0	0	0	0	0
MBD3L3	0	0	0	0	0	0	0	0
ZNF557	376	506	313	339	463	522	238	231
INSR	773	861	189	212	813	593	448	558
ARHGEF18	5349	4916	2751	2712	3490	2517	1904	2479
PEX11G	28	32	53	39	21	17	14	40
TEX45	84	79	32	37	53	28	26	51
ZNF358	1491	1129	449	425	312	182	174	228
MCOLN1	641	601	220	291	308	177	92	128
PNPLA6	2443	1820	899	835	504	328	392	505
CAMSAP3	656	445	233	196	138	101	80	104
MIR6792	0	0	0	0	0	0	0	0
XAB2	1548	1039	619	663	238	168	188	262
PET100	1040	1373	945	1073	1110	947	391	416
PCP2	25	31	12	7	7	4	0	2
STXBP2	3982	3483	2056	2073	1144	858	932	1157
RETN	0	0	0	0	0	0	0	0
MCEMP1	9	13	2	5	1	0	0	0
TRAPPC5	652	309	68	59	37	18	21	31
FCER2	0	0	0	0	2	0	0	0
CLEC4G	0	0	0	0	0	0	0	0
CD209	5	2	0	2	0	0	0	0
CLEC4M	0	0	0	0	0	0	0	0
CLEC4GP1	0	0	0	0	0	0	0	0
EVI5L	902	650	286	292	284	166	154	266
PRR36	694	691	225	225	256	208	157	254
LYPLA2P2	4	118	108	0	57	28	32	0
LRRC8E	644	703	683	757	413	320	619	780
MAP2K7	1912	1664	901	899	766	503	561	817
TGFBR3L	97	77	29	25	10	5	13	8
SNAPC2	1747	1253	477	384	142	109	125	167
CTXN1	375	198	52	46	13	7	5	5
TIMM44	2702	2593	1795	2055	764	550	756	970
ELAVL1	4387	5037	4286	4608	3738	3102	2909	3183
CCL25	0	0	0	2	0	0	2	0
FBN3	121	92	8	3	317	205	41	80
CERS4	531	636	321	342	2296	1644	1186	1429
CD320	2370	1853	1042	915	268	160	160	269
NDUFA7	2700	2685	1393	1371	913	569	441	592
RPS28	13878	8914	2929	2416	1681	986	596	617
KANK3	78	36	4	3	11	0	0	0
ANGPTL4	599	488	188	180	19	14	19	24
RAB11B-AS1	134	152	51	82	56	50	15	30
MIR4999	2	0	0	0	0	0	0	0
RAB11B	2014	1360	567	568	459	338	263	338
MARCHF2	782	739	337	307	311	227	121	166
HNRNPM	8079	10547	10376	13110	7299	5603	2767	3248
PRAM1	0	0	2	0	0	0	2	0
ZNF414	317	151	41	44	25	17	8	28
MYO1F	89	64	17	24	30	15	7	14
ADAMTS10	185	151	0	0	31	12	0	0
ACTL9	0	0	0	0	0	0	0	0
OR2Z1	0	0	0	0	0	0	0	0
ZNF558	1058	1426	610	808	1241	1062	809	842
MBD3L1	0	0	0	0	0	1	0	0
MUC16	6663	8737	6660	7376	24651	18904	2209	2301
OR1M1	0	1	0	0	1	2	0	0
OR7G2	0	0	0	0	1	0	0	0
OR7G1	0	0	0	0	0	0	0	0
OR7G3	0	0	0	0	0	0	0	0
ZNF317	903	1302	901	1055	1276	1042	679	929
OR7D2	0	0	4	2	2	0	4	0
OR7D4	0	0	0	0	0	0	0	0
OR7E24	0	0	0	0	0	0	0	0
ZNF699	521	714	190	223	2452	2267	198	251
ZNF559	493	600	429	452	1217	1214	432	406
ZNF559-ZNF177	2	2	1	3	12	4	1	1
ZNF177	1	0	0	0	0	0	0	0
ZNF266	929	1165	1233	1363	2132	1892	1129	1246
ZNF560	0	0	0	2	403	391	4	5
ZNF426	619	770	759	966	1865	1808	1030	1107
ZNF426-DT	48	31	48	62	65	54	23	25
ZNF121	2365	3321	2939	3072	4443	4309	3260	3412
ZNF561	1039	1362	1055	1268	2428	2102	1172	1295
ZNF561-AS1	214	272	153	195	253	203	134	188
ZNF562	1378	1845	1596	1827	2138	1844	1608	1712
ZNF812P	2	2	2	2	3	6	1	2
ZNF846	217	212	73	67	223	202	76	97
LOC100505555	0	4	1	2	0	2	4	0
FBXL12	928	900	621	671	501	396	452	580
UBL5	3885	4723	3443	3524	4063	3030	2051	2565
PIN1	1946	1575	634	612	380	263	170	230
OLFM2	70	92	4	5	33	11	0	7
COL5A3	1	0	0	0	0	0	0	0
RDH8	0	0	0	0	0	0	0	0
MIR5589	0	0	0	0	0	0	0	0
C3P1	0	2	0	0	2	0	0	2
SHFL	496	480	228	276	227	183	116	158
ANGPTL6	21	29	4	6	2	0	0	4
PPAN	241	216	146	144	99	52	65	116
PPAN-P2RY11	0	0	0	0	0	0	0	0
SNORD105	0	2	2	0	0	0	0	0
SNORD105B	0	2	0	0	0	0	0	0
P2RY11	0	0	0	0	0	0	0	0
EIF3G	7718	6984	3954	4382	2715	1880	1318	1562
DNMT1	10369	11765	10642	11784	7035	5289	6083	7320
S1PR2	206	243	175	165	277	196	188	243
MIR4322	0	0	0	0	0	0	0	0
MRPL4	2945	2211	1005	1015	374	228	188	311
ICAM1	2585	2910	6862	7530	3475	2524	2330	2756
ICAM4	8	3	0	3	2	2	0	5
ICAM5	304	154	64	52	43	33	29	74
ZGLP1	25	17	19	28	28	15	6	11
FDX2	1006	860	486	419	208	97	111	131
RAVER1	2347	1828	1108	1130	578	387	317	442
ICAM3	834	779	393	419	150	133	44	107
TYK2	2228	1867	1232	1230	867	605	495	564
CDC37	9767	9923	7895	8546	4140	2743	2521	3167
MIR1181	0	0	0	0	0	0	0	0
PDE4A	424	467	394	359	84	64	307	351
KEAP1	4435	4430	2483	2523	1201	814	668	903
S1PR5	8	12	0	4	223	211	2	8
ATG4D	372	294	101	119	178	105	60	90
MIR1238	0	0	0	0	0	0	0	0
KRI1	2377	2618	1742	2157	1096	779	650	847
CDKN2D	257	325	175	220	180	131	124	147
AP1M2	5793	7338	6223	7262	4866	2993	2684	3484
SLC44A2	6854	8377	9574	10330	8695	6683	6495	7719
ILF3-DT	1016	1257	560	688	562	427	354	400
ILF3	14169	16059	14039	15613	8431	6467	7274	9110
QTRT1	1113	794	457	375	114	60	55	107
DNM2	7048	7329	6740	7569	4296	2875	4410	5752
MIR638	0	0	0	0	0	0	0	0
MIR4748	0	0	0	0	0	0	0	0
MIR199A1	1	0	0	1	0	0	1	2
MIR6793	0	0	0	1	0	2	0	0
TMED1	1320	921	536	515	230	141	112	154
C19orf38	21	15	23	22	19	15	18	14
CARM1	2386	2257	1519	1570	647	456	557	687
YIPF2	1346	922	486	456	238	127	180	286
TIMM29	587	570	484	504	330	328	364	430
SMARCA4	8507	7931	4970	5214	3072	2183	1856	2450
LDLR-AS1	2	0	4	2	0	1	0	4
LDLR	7713	8792	11205	12312	13553	9903	3270	4074
MIR6886	0	0	0	0	0	0	0	0
SPC24	1447	1467	1445	1517	1568	1242	766	988
KANK2	2058	2182	1984	2262	3447	2711	1477	1843
DOCK6	2489	2177	1412	1372	587	378	713	900
LOC105372273	12	24	34	47	10	6	32	35
ANGPTL8	6	1	1	0	0	0	2	0
TSPAN16	8	0	1	0	0	0	2	3
RAB3D	2278	2827	2723	2958	3914	2992	2380	2901
TMEM205	3557	3626	2910	3282	2174	1483	1792	2319
CCDC159	223	257	89	114	172	140	115	109
PLPPR2	936	795	442	498	570	425	438	514
SWSAP1	241	194	78	84	54	37	28	41
EPOR	619	501	350	423	522	413	299	472
RGL3	2053	1843	1055	1093	982	699	603	735
CCDC151	12	9	19	17	29	5	6	4
PRKCSH	10358	9419	6576	7076	4044	2556	2394	3198
ELAVL3	0	0	0	0	0	0	0	0
ZNF653	95	49	24	28	22	4	9	10
MIR7974	0	0	0	1	0	0	0	0
ECSIT	1101	1003	490	530	283	181	175	259
CNN1	1	2	4	0	26	34	17	20
ELOF1	2136	2118	1153	1415	792	476	390	529
ACP5	26	29	28	25	9	2	17	18
ZNF627	609	815	595	725	900	860	812	875
HNRNPA1P10	77	61	112	139	101	102	73	63
ZNF833P	17	31	25	30	66	80	34	20
ZNF823	313	472	394	458	721	651	405	446
ZNF441	242	325	330	353	400	329	379	412
ZNF491	8	6	4	5	8	8	8	6
ZNF440	470	641	413	422	885	702	508	524
ZNF439	115	155	97	98	444	409	176	177
ZNF69	2	6	4	11	2	2	2	2
ZNF700	570	808	714	753	1006	916	563	583
ZNF763	83	102	39	48	39	40	9	22
ZNF433-AS1	137	167	45	91	72	75	36	48
ZNF433	91	118	53	54	297	311	98	128
ZNF878	17	13	12	12	33	24	8	8
ZNF844	451	668	211	272	778	743	300	339
ZNF788P	159	165	54	78	513	439	16	4
ZNF625-ZNF20	16	18	14	9	20	33	5	6
ZNF20	0	0	0	0	0	0	0	0
ZNF625	134	169	88	111	220	175	76	91
ZNF136	253	387	325	363	945	848	612	654
LOC100289333	10	11	4	7	3	14	6	7
ZNF44	302	367	264	337	653	567	370	422
ZNF563	145	184	125	162	533	540	513	543
ZNF442	55	50	13	31	195	171	49	60
ZNF799	219	300	223	222	597	573	300	302
ZNF443	283	358	189	270	591	577	262	308
ZNF709	135	161	81	111	388	337	127	141
ZNF564	315	452	370	421	623	629	553	547
ZNF490	313	390	261	239	473	412	225	300
ZNF791	1279	1897	1435	1739	2713	2297	2152	2189
MAN2B1	2053	2225	1138	1082	1150	690	536	734
WDR83	246	241	89	68	69	51	46	58
WDR83OS	1949	2208	1686	1609	863	631	531	655
DHPS	1571	1652	1138	1360	932	608	720	892
GNG14	12	15	0	4	2	0	0	0
FBXW9	480	378	152	146	66	53	45	44
TNPO2	6645	7215	5796	6300	3612	2630	3019	3852
SNORD135	11	10	7	11	9	4	0	4
SNORD41	1	0	0	0	0	0	0	0
TRIR	3469	4404	3337	3687	3117	2151	1529	1883
GET3	4098	3967	2205	2279	1581	1099	944	1128
BEST2	7	0	0	2	0	0	17	21
HOOK2	2422	2144	1254	1381	732	534	684	908
MIR5684	0	0	0	0	0	0	0	2
JUNB	1107	626	364	326	74	53	188	250
PRDX2	8394	8637	4975	4914	2568	1720	1634	2061
RNASEH2A	3894	4582	2907	3007	1274	904	1113	1541
RTBDN	0	5	0	1	75	51	11	31
MAST1	183	159	64	51	90	61	59	111
MIR6794	0	0	0	0	0	0	0	0
DNASE2	2370	2621	2494	2647	1827	1281	1471	1845
KLF1	8	4	6	2	3	0	0	1
GCDH	1519	1298	829	832	365	239	260	292
SYCE2	291	409	221	308	255	151	203	275
MIR5695	0	0	0	0	0	0	0	0
FARSA	5504	4415	2606	2635	843	482	695	955
CALR	23608	29770	34217	40962	30445	23067	20124	24198
MIR6515	0	0	0	0	0	0	0	0
RAD23A	4888	4213	2374	2378	1393	966	1163	1515
GADD45GIP1	3140	2363	991	895	325	208	209	259
DAND5	9	5	2	13	12	2	2	3
NFIX	3372	3264	1812	2040	1065	893	491	639
LYL1	0	1	0	0	0	0	0	2
TRMT1	2722	2293	1345	1333	329	197	196	311
NACC1	5236	4138	2398	2487	1668	1150	896	1204
STX10	2313	2180	1087	1106	673	413	413	496
IER2	1397	1359	1060	1237	709	541	812	1066
CACNA1A	0	2	99	115	2	0	4	4
CCDC130	587	464	235	273	240	186	183	287
MRI1	1251	1380	975	1066	741	579	544	707
C19orf53	3804	3657	1983	2009	1223	730	606	783
ZSWIM4	532	457	282	298	270	199	133	233
LOC284454	1165	1333	1082	1226	363	220	419	660
MIR24-2	0	0	0	0	0	0	0	0
MIR27A	0	0	0	0	0	0	0	0
MIR23A	0	0	0	0	0	0	0	0
NANOS3	23	10	0	7	1	0	0	0
MIR181C	0	0	0	0	0	0	0	0
MIR181D	0	0	0	0	0	0	0	0
C19orf57	502	546	271	245	137	80	104	147
CC2D1A	1912	1540	739	742	375	272	302	400
PODNL1	32	29	17	31	24	14	9	4
DCAF15	1284	1079	548	554	315	204	213	255
RFX1	440	256	149	94	84	53	56	63
RLN3	1	2	4	2	14	12	2	3
IL27RA	1260	1128	799	811	565	386	655	780
PALM3	5	0	17	26	199	157	316	408
MISP3	45	43	24	11	85	54	40	43
MIR1199	0	0	0	0	0	0	0	0
C19orf67	0	0	0	2	0	0	1	0
SAMD1	1481	1567	925	1109	592	368	405	482
PRKACA	2791	3342	2112	2363	2751	1982	1355	1664
ASF1B	2743	3254	2728	2879	1592	1255	1261	1574
LOC100507373	93	114	122	115	117	43	45	69
ADGRL1	1662	1611	1171	1227	895	630	752	925
LINC01841	0	0	1	2	0	0	0	0
LINC01842	52	53	32	21	7	12	10	8
ADGRE5	2844	2520	1849	1890	656	445	1014	1374
DDX39A	4281	4546	2522	2654	1398	892	735	1086
PKN1	7916	7032	3507	3411	1726	1031	1225	1648
PTGER1	5	0	0	0	2	0	0	0
GIPC1	9234	7355	4242	4380	1582	1041	1299	1690
DNAJB1	7342	9232	6887	7555	5144	4180	3093	3483
MIR639	0	0	0	0	0	0	0	0
TECR	4771	4110	2159	2365	1809	978	772	1052
NDUFB7	2648	1236	243	197	112	79	56	90
CLEC17A	0	6	0	0	0	0	0	2
ADGRE3	0	0	0	0	0	0	0	0
SNORA104	212	365	417	397	555	667	589	662
ZNF333	235	317	246	316	270	201	321	386
ADGRE2	68	91	54	60	8	11	11	3
OR7C1	0	2	0	0	0	0	0	0
OR7A5	0	2	1	0	0	0	0	0
OR7A10	0	0	0	0	0	0	0	0
OR7A17	0	0	0	0	0	0	0	0
OR7C2	0	0	0	0	0	0	0	0
SLC1A6	1	3	0	0	2	0	0	0
CCDC105	0	0	0	0	0	0	0	0
CASP14	0	0	0	0	0	0	0	0
OR1I1	0	0	0	0	0	0	0	0
SYDE1	179	198	92	76	79	55	47	48
ILVBL	1595	1371	615	596	464	309	484	644
NOTCH3	1476	1149	471	402	1348	881	882	1157
MIR6795	0	0	0	0	0	0	0	0
EPHX3	0	4	29	20	0	0	0	3
BRD4	3516	3660	2465	2632	1549	1281	1840	2180
AKAP8	1810	1922	1138	1290	1116	818	847	996
AKAP8L	2410	2461	2306	2634	2017	1498	2096	2594
WIZ	2499	1715	909	1001	462	340	325	471
MIR1470	1	0	0	0	0	0	0	0
RASAL3	4	3	0	0	0	0	0	0
PGLYRP2	0	0	0	0	0	0	0	0
CYP4F22	0	0	2	0	0	0	0	0
CYP4F8	0	0	0	0	0	0	0	0
CYP4F3	21	19	0	0	0	0	0	0
CYP4F12	6	4	0	0	0	0	0	0
OR10H2	0	0	0	0	0	1	0	0
OR10H3	0	0	0	0	0	0	0	0
CYP4F24P	0	0	0	0	0	0	0	0
OR10H5	0	0	0	0	0	0	0	0
OR10H1	0	0	0	2	0	0	0	0
UCA1	8269	10747	5727	6969	941	813	4103	5027
CLEC4O	0	0	0	3	2	0	0	0
CYP4F2	0	0	2	2	0	0	0	2
CYP4F11	362	416	338	397	41	14	464	524
OR10H4	0	0	0	0	0	0	0	0
LINC00661	0	0	0	0	0	0	0	0
LINC00905	0	0	0	0	0	0	0	0
LINC01855	0	0	0	0	0	0	0	0
TPM4	20973	27771	35520	41396	36606	31977	26923	29898
RAB8A	2635	3173	2751	3307	2232	1716	1260	1529
HSH2D	256	305	475	509	62	66	58	90
CIB3	0	4	0	0	2	0	0	0
FAM32A	3042	3740	3074	3574	3097	2237	1625	1976
AP1M1	1302	1244	884	1005	647	384	357	412
KLF2	53	31	22	18	21	11	15	16
EPS15L1	2172	2447	2479	2926	1330	945	1075	1374
CALR3	6	6	10	18	4	4	0	4
C19orf44	170	172	140	154	207	149	81	107
CHERP	1620	1118	795	632	369	200	215	293
SLC35E1	2604	3125	3423	3680	3905	3027	2455	3010
MED26	404	398	266	335	303	233	238	363
SMIM7	1323	1726	1533	1800	2268	1788	1141	1371
TMEM38A	969	1124	851	914	917	617	922	1131
NWD1	250	315	115	110	424	308	38	50
SIN3B	2754	2574	1923	1969	2022	1454	1466	1660
F2RL3	8	5	21	19	10	9	4	8
CPAMD8	316	296	52	52	442	320	123	122
HAUS8	834	965	918	1010	542	381	448	683
MYO9B	4029	3948	2783	2953	3180	2065	1875	2237
SNORA118	0	0	0	0	0	0	0	0
USE1	648	643	461	518	233	169	188	273
OCEL1	244	282	288	350	451	302	250	327
NR2F6	1283	1200	1092	1094	1237	830	646	1005
USHBP1	2	2	0	2	3	0	2	4
BABAM1	2956	3065	2390	2739	2007	1412	1351	1659
ANKLE1	207	204	446	555	88	66	299	428
ABHD8	296	147	78	85	98	58	65	72
MRPL34	714	739	678	805	854	616	622	757
DDA1	1930	1844	1049	1143	1044	675	559	709
ANO8	595	525	409	365	226	161	231	277
GTPBP3	1169	982	840	864	397	284	357	506
PLVAP	334	223	62	60	2	0	0	5
BST2	1291	1287	6372	6831	4917	3988	2589	3268
BISPR	201	233	551	627	275	233	211	318
MVB12A	879	797	398	394	313	187	189	263
TMEM221	9	19	10	12	255	158	23	37
NXNL1	0	0	0	0	1	0	0	0
SLC27A1	419	360	184	242	163	76	114	134
LOC100507551	19	40	53	72	5	13	16	30
PGLS	2084	1893	1075	1054	530	305	385	489
NIBAN3	3	1	1	2	4	2	0	1
COLGALT1	5332	5407	6026	6413	2654	1888	2192	2694
UNC13A	9	18	7	12	16	6	4	12
MAP1S	570	340	270	172	109	65	93	115
FCHO1	58	47	160	141	24	17	48	64
B3GNT3	1330	1458	2151	2408	992	690	1487	1804
INSL3	17	35	14	41	35	30	47	48
JAK3	119	156	88	63	130	112	184	212
RPL18A	18263	13080	7635	7142	5137	3401	3022	3265
SNORA68	5	20	16	4	7	5	6	14
SLC5A5	2	0	0	0	1	0	0	0
CCDC124	1208	999	380	368	154	88	81	160
KCNN1	0	0	2	2	4	0	4	0
ARRDC2	470	439	374	412	302	253	238	310
IL12RB1	2	0	0	2	6	2	2	2
MAST3	387	319	206	167	235	146	106	147
PIK3R2	2184	2155	1516	1776	1401	883	750	951
IFI30	356	383	1196	1300	696	504	923	1128
MPV17L2	941	1001	650	713	375	228	241	309
RAB3A	107	119	72	72	80	73	20	29
LOC102725254	9	10	4	6	11	3	4	1
PDE4C	79	73	205	185	33	26	23	48
LOC729966	0	0	4	3	0	0	0	0
IQCN	6	0	0	8	19	8	0	5
JUND	645	619	626	769	1238	980	1052	1277
MIR3188	0	0	0	0	0	0	0	0
LSM4	5106	5644	4801	5301	3532	2737	2283	2941
PGPEP1	1903	2196	2471	2802	4193	3280	3731	4131
GDF15	98	77	203	175	299	213	1076	1413
MIR3189	0	0	2	0	2	0	4	7
LRRC25	0	0	0	4	0	0	0	6
SSBP4	660	414	240	216	79	48	32	54
ISYNA1	1704	1233	580	634	202	156	182	287
ELL	446	360	235	312	157	104	142	183
FKBP8	5550	3380	1794	1603	899	544	520	766
KXD1	3001	3224	2140	2314	1582	964	946	1186
UBA52	13214	16488	14633	16208	12655	8656	5268	6279
REX1BD	161	134	100	82	42	31	10	25
CRLF1	1121	976	48	33	537	335	27	43
TMEM59L	131	107	23	16	86	57	10	10
KLHL26	289	205	182	176	129	110	113	91
CRTC1	661	490	225	268	161	134	71	136
COMP	0	0	0	0	0	0	0	0
UPF1	6263	5300	3920	3921	2399	1578	1668	2062
CERS1	252	214	34	33	17	17	16	20
GDF1	0	0	0	0	0	0	0	0
COPE	3815	2539	1418	1186	826	495	380	502
DDX49	2458	2037	1217	1189	695	443	431	531
HOMER3	1711	1392	927	956	371	238	192	321
HOMER3-AS1	41	46	38	49	17	16	8	18
SUGP2	3859	4504	3845	4613	6671	5246	4139	4971
ARMC6	2285	1739	871	889	378	235	264	356
SLC25A42	490	496	200	203	434	300	213	284
TMEM161A	796	556	331	305	191	130	101	105
BORCS8-MEF2B	0	0	0	0	0	0	0	0
MEF2B	0	0	0	0	0	0	0	0
BORCS8	313	320	226	213	149	94	59	77
RFXANK	1484	1268	1135	1212	632	402	556	750
NR2C2AP	727	769	676	652	170	131	235	280
NCAN	3	0	2	4	9	2	2	0
HAPLN4	5	10	3	2	2	0	0	0
TM6SF2	0	0	0	0	2	2	4	4
SUGP1	946	1112	701	901	771	576	426	557
MAU2	1896	1777	1128	1218	963	616	578	818
GATAD2A	3342	2971	2068	2115	1434	1175	1295	1654
MIR640	0	0	0	0	0	0	0	0
TSSK6	19	28	8	5	2	4	2	8
NDUFA13	3184	2902	1593	1564	1110	587	491	577
YJEFN3	61	44	40	26	30	12	13	27
CILP2	11	4	13	5	12	12	18	19
PBX4	45	24	23	26	43	30	45	41
LPAR2	549	450	265	317	187	136	149	140
GMIP	741	807	433	443	308	227	179	218
ATP13A1	1859	1735	929	939	589	450	367	430
ZNF101	435	531	492	604	705	617	379	425
ZNF14	217	320	269	329	760	646	436	432
LINC00663	93	118	97	81	95	64	157	155
ZNF56	22	36	8	23	12	7	8	7
ZNF506	567	767	585	811	1755	1566	937	999
ZNF253	478	755	691	855	1402	1356	670	727
ZNF93	684	916	861	1086	1570	1404	793	842
ZNF682	205	256	105	170	594	488	180	227
ZNF90	268	332	280	386	858	701	401	443
ZNF486	633	849	741	985	1156	1089	759	800
ZNF826P	0	0	0	1	4	4	1	0
MIR1270	0	0	0	0	0	0	0	0
ZNF737	264	374	257	335	1078	963	326	356
ZNF626	460	654	717	815	1364	1132	608	577
ZNF66	216	317	174	213	877	762	124	131
ZNF85	403	516	442	603	944	907	486	459
ZNF430	382	512	626	827	1008	819	710	725
ZNF714	1216	1616	1869	2248	2966	2797	3382	3703
ZNF431	765	917	1004	1220	1967	1617	1119	1231
ZNF708	285	489	399	559	763	797	339	401
ZNF738	493	799	736	989	1320	1171	712	782
ZNF493	199	311	249	271	1155	1061	352	396
LINC00664	61	76	162	192	265	264	128	132
ZNF429	503	719	744	852	1299	1242	722	757
LOC400682	0	2	1	6	6	4	2	2
ZNF100	385	512	657	817	1150	1074	768	758
LOC641367	8	22	8	6	2	4	5	4
ZNF43	536	706	713	1010	1925	1705	823	948
ZNF208	2	8	316	371	1535	1370	295	255
ZNF257	224	363	412	518	944	967	431	574
ZNF676	1	4	215	261	891	839	51	50
ZNF729	0	2	31	34	233	172	2	1
ZNF98	175	255	184	209	474	422	114	151
LOC105376917	0	0	1	0	6	6	0	0
LOC101929124	0	0	0	0	0	2	0	0
LINC01233	0	0	0	0	5	6	0	0
GOLGA2P9	0	0	0	0	0	0	0	0
LOC100996349	0	0	0	0	0	0	0	0
LINC01785	0	0	0	0	0	0	0	0
ZNF492	132	230	167	198	435	387	151	160
ZNF99	2	1	24	25	298	219	2	7
ZNF723	1	1	10	11	364	357	7	4
ZNF728	0	0	3	2	268	256	3	1
LINC01859	0	0	0	0	0	0	0	0
LINC01858	0	0	0	0	0	0	2	0
ZNF730	76	84	87	113	269	240	127	116
ZNF724	414	528	554	683	744	673	561	687
IPO5P1	728	974	560	613	2301	1988	1059	1144
ZNF91	1382	1979	1770	2248	2898	2625	3087	3190
LINC01224	3281	4087	1638	1829	1704	1433	1938	2133
ZNF675	1089	1577	1264	1553	2027	1883	1726	1806
ZNF681	675	861	554	804	1352	1159	798	907
RPSAP58	1326	1733	1525	1713	1609	1230	1630	1964
ZNF726	382	507	414	486	764	628	580	694
LOC100505851	24	11	11	18	20	24	8	14
ZNF254	667	960	746	1138	1827	1588	1330	1428
HAVCR1P1	2	8	1	13	26	19	3	5
LINC00662	125	197	201	226	1682	1349	566	804
LOC101927151	265	290	267	307	8081	6570	1168	1335
LOC100420587	76	85	71	115	78	41	48	66
LOC102724908	2	13	4	24	11	12	7	9
LINC00906	0	0	0	0	0	0	0	0
LOC102724958	0	0	0	0	0	0	0	0
LINC01532	0	0	0	0	0	0	0	0
UQCRFS1	2547	3106	2923	3505	4426	3781	3041	3335
LOC284395	0	0	0	0	0	2	0	0
VSTM2B	2	0	0	0	0	0	0	0
POP4	1118	1378	1216	1499	1561	1284	931	963
PLEKHF1	177	115	102	86	138	88	195	259
C19orf12	645	695	562	617	499	495	486	522
CCNE1	2797	3215	3147	3620	2278	1914	1530	1707
URI1	3513	5169	4665	5513	4026	3797	5269	5976
ZNF536	0	0	0	0	0	0	0	0
TSHZ3	281	278	63	85	0	0	1	6
LINC01791	0	0	0	0	0	0	0	0
THEG5	0	0	0	0	0	0	0	0
LINC01533	0	0	0	0	0	0	0	0
LINC01782	0	0	0	0	0	0	0	0
ZNF507	1160	1566	2209	2547	1964	1848	3275	3401
LOC400684	44	48	34	18	18	17	17	3
DPY19L3	1141	1589	1130	1347	1053	1008	1065	1159
PDCD5	3477	4310	4899	5441	2534	2267	2795	3068
ANKRD27	3174	3979	3665	3942	1825	1549	3080	3580
SNORA68B	0	0	1	4	0	0	2	1
RGS9BP	42	46	49	37	51	38	38	60
NUDT19	674	798	938	997	483	396	821	913
TDRD12	2	6	4	4	4	4	4	0
SLC7A9	0	6	0	1	3	6	3	2
CEP89	711	795	651	801	881	835	713	730
FAAP24	328	479	411	369	231	157	154	194
RHPN2	2318	2802	3255	3675	3580	2711	2278	2713
GPATCH1	538	671	715	883	843	612	706	799
WDR88	43	47	26	40	30	41	27	17
TRT-AGT1-3	0	0	0	0	0	0	0	0
LRP3	149	81	4	6	6	14	4	11
SLC7A10	0	0	0	0	10	2	0	0
CEBPA	39	31	23	18	49	48	82	90
CEBPA-DT	38	49	24	12	65	52	51	63
CEBPG	2132	2636	2787	3293	2931	2697	6692	7425
PEPD	970	843	705	828	609	456	372	398
CHST8	1	0	0	0	0	0	0	0
KCTD15	1743	1690	741	868	176	143	597	646
LSM14A	5062	6436	7774	9269	9663	8422	11788	12991
KIAA0355	1122	1277	1284	1413	1341	1147	1601	1740
GPI	11907	12970	11915	13016	5818	3749	4176	4811
PDCD2L	691	849	1006	1148	377	374	774	993
UBA2	5753	7620	8805	10771	8543	7856	9928	11557
WTIP	432	406	145	169	204	137	291	396
ZNF807P	6	19	5	12	14	14	4	2
SCGB1B2P	119	146	94	105	163	162	41	62
SCGB2B2	33	48	16	21	15	13	8	6
SCGB2B3P	0	0	0	0	0	0	0	0
ZNF302	1450	1878	1353	1624	3288	3052	1692	1919
ZNF181	347	440	381	487	632	614	517	504
ZNF599	82	107	64	58	154	131	38	67
LINC01801	15	6	10	1	15	0	0	0
LINC00904	0	0	0	0	0	0	0	0
LINC01838	0	2	0	0	0	0	0	1
ZNF30-AS1	4	15	3	4	6	6	1	0
ZNF30	138	168	134	145	181	142	91	101
ZNF792	122	127	97	90	139	109	45	59
GRAMD1A	1626	1456	734	677	688	414	335	516
SCN1B	93	129	69	56	14	16	5	6
HPN	17	7	16	24	29	20	14	16
HPN-AS1	0	0	2	1	6	1	1	4
FXYD3	1	2	0	2	0	0	0	4
MIR6887	0	0	0	0	0	0	0	0
LGI4	3	14	10	9	2	2	2	1
FXYD1	6	4	2	1	4	1	2	8
FXYD7	0	3	8	11	11	13	1	2
FXYD5	2034	2267	2188	2641	684	438	449	606
FAM187B	0	0	0	0	0	0	0	0
LSR	2337	1794	1364	1293	509	347	448	627
USF2	746	845	698	797	882	564	442	601
HAMP	0	0	0	0	0	0	0	0
MAG	0	0	0	0	0	0	0	0
CD22	9	22	21	14	0	0	0	0
MIR5196	0	0	1	0	0	0	0	0
FFAR1	0	0	0	0	0	0	0	0
FFAR3	0	0	0	0	0	0	0	0
GPR42	0	0	0	0	0	0	0	0
LINC01531	0	0	0	0	0	0	0	0
